"","Protein.Group","Protein.ID","Accession","X.10lgP","Coverage....","Coverage.....Sample.1","Coverage.....Sample.2","Coverage.....Sample.3","Coverage.....Sample.4","Coverage.....Sample.5","Coverage.....Sample.6","Coverage.....Sample.7","Coverage.....Sample.8","Coverage.....Sample.9","Coverage.....Sample.10","Coverage.....Sample.11","Coverage.....Sample.12","Coverage.....Sample.13","Coverage.....Sample.14","Coverage.....Sample.15","Coverage.....Sample.16","Coverage.....Sample.17","Coverage.....Sample.18","Coverage.....Sample.19","Coverage.....Sample.20","Coverage.....Sample.21","Coverage.....Sample.22","Coverage.....Sample.23","Coverage.....Sample.24","Coverage.....Sample.25","Coverage.....Sample.26","Coverage.....Sample.27","Coverage.....Sample.28","Coverage.....Sample.29","Coverage.....Sample.30","Coverage.....Sample.31","Coverage.....Sample.32","Coverage.....Sample.33","BT_1","BT_2","BT_3","BT_4","BT_5","BT_6","BT_7","BT_8","BT_9","BT_10","BT_11","BT_12","BT_13","BT_14","CJK_1","CJK_2","CJK_3","CJK_4","CJK_5","CJK_6","CJK_7","CJK_8","CJK_9","CJK_10","CJK_11","CJK_12","CJK_13","CJK_14","CJK_16","CJK_17","CJK_18","CJK_19","CJK_20","X.Peptides","X.Unique","X.Spec.Sample.1","X.Spec.Sample.2","X.Spec.Sample.3","X.Spec.Sample.4","X.Spec.Sample.5","X.Spec.Sample.6","X.Spec.Sample.7","X.Spec.Sample.8","X.Spec.Sample.9","X.Spec.Sample.10","X.Spec.Sample.11","X.Spec.Sample.12","X.Spec.Sample.13","X.Spec.Sample.14","X.Spec.Sample.15","X.Spec.Sample.16","X.Spec.Sample.17","X.Spec.Sample.18","X.Spec.Sample.19","X.Spec.Sample.20","X.Spec.Sample.21","X.Spec.Sample.22","X.Spec.Sample.23","X.Spec.Sample.24","X.Spec.Sample.25","X.Spec.Sample.26","X.Spec.Sample.27","X.Spec.Sample.28","X.Spec.Sample.29","X.Spec.Sample.30","X.Spec.Sample.31","X.Spec.Sample.32","X.Spec.Sample.33","PTM","Avg..Mass","Description...",Gene_id
"1",10,181,"Q09666|AHNK_HUMAN",585.27,73,56,52,56,50,55,56,56,54,52,48,52,50,58,53,43,24,49,41,48,36,51,36,49,43,51,37,36,40,32,42,42,32,45,3208900000,2374900000,2880800000,1909900000,3236700000,3255400000,3441100000,2.948e+09,2548700000,1770600000,2411100000,2.038e+09,3105200000,2409800000,2296400000,201810000,5520600000,1276900000,3526700000,1.872e+09,5389500000,1.107e+09,5.859e+09,3463400000,7258500000,1182700000,2700500000,2351600000,1754100000,1.479e+09,1692100000,595420000,1666300000,475,475,628,506,478,405,590,506,572,538,488,399,432,459,606,522,333,161,455,301,444,297,503,329,489,418,516,272,370,266,226,330,302,231,334,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",629114,"Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2",AHNAK
"2101",1777,1639,"P20839|IMDH1_HUMAN",117.41,21,5,0,6,3,5,3,3,4,6,5,5,3,3,5,3,6,11,3,3,8,4,2,5,0,7,6,4,6,3,0,3,4,3,2100400,NA,7493000,1357000,1825200,1008700,1653500,861710,2269200,594710,2208100,583880,772890,758980,3261600,912560,17647000,1382700,3925000,5752900,3470600,NA,2762100,NA,2964500,2879400,2831600,5686100,2220200,NA,1692300,1735100,1382700,10,8,2,0,4,1,3,1,1,2,3,2,2,1,1,2,1,2,4,2,1,3,4,1,2,0,5,4,1,4,1,0,1,3,1,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",55406,'"Inosine-5''-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2;"',GRSF1
"2102",2512,2055,"Q12996|CSTF3_HUMAN",117.41,15,0,0,0,0,0,2,0,2,0,0,0,0,0,4,2,2,2,2,0,6,0,1,0,0,1,4,0,0,4,0,4,0,0,NA,NA,NA,NA,NA,1052400,NA,512850,NA,NA,NA,NA,NA,0,977710,406120,801100,574510,NA,2864600,NA,686880,NA,NA,126370,1912900,NA,NA,496650,NA,334800,NA,NA,7,7,0,0,0,0,0,2,0,3,0,0,0,0,0,1,1,1,1,1,0,2,0,1,0,0,1,2,0,0,2,0,1,0,0,"Carboxymethyl; Deamidation (NQ)",82922,"Cleavage stimulation factor subunit 3 OS=Homo sapiens OX=9606 GN=CSTF3 PE=1 SV=1;;",JPT2
"2103",2063,1823,"Q15386|UBE3C_HUMAN",117.16,10,2,1,5,0,2,2,2,0,1,0,0,0,1,0,0,1,2,2,0,1,0,0,1,2,0,3,1,1,1,1,1,1,2,1070100,137040,3203200,NA,420950,263380,299350,NA,0,NA,NA,NA,834080,NA,NA,0,4312700,3467400,NA,4705700,NA,NA,847020,10290000,NA,3154300,930040,3682900,3216600,985760,3161300,1621000,747290,7,7,2,1,4,0,1,1,1,0,1,0,0,0,1,0,0,1,2,2,0,2,0,0,1,4,0,3,1,2,2,1,1,2,2,"Deamidation (NQ); Oxidation (M)",123923,"Ubiquitin-protein ligase E3C OS=Homo sapiens OX=9606 GN=UBE3C PE=1 SV=3;;",MVD
"2104",2594,1805,"Q9NQ29|LUC7L_HUMAN",117.14,25,0,0,0,2,0,2,4,0,0,4,3,0,3,0,2,0,12,2,3,0,3,0,5,6,12,0,2,3,5,0,8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240680,NA,NA,NA,508320,NA,NA,NA,NA,NA,NA,21336000,951580,NA,NA,NA,NA,NA,0,NA,NA,10,4,0,0,0,1,0,2,1,0,0,1,1,0,1,0,2,0,3,1,2,0,2,0,3,2,4,0,1,1,2,0,3,2,0,"Deamidation (NQ)",43728,"Putative RNA-binding protein Luc7-like 1 OS=Homo sapiens OX=9606 GN=LUC7L PE=1 SV=1;;;",SNRPD2
"2105",2010,2900,"Q3MHD2|LSM12_HUMAN",117.12,33,15,7,7,7,12,7,7,7,7,16,16,7,7,0,0,12,12,12,7,12,9,7,12,12,12,12,0,12,17,12,12,0,19,1638000,1465300,2714100,1445500,2927600,2376200,2486500,1799500,2121700,2686300,3450500,1107600,726590,NA,NA,815440,9249300,2062600,801400,7429000,1849400,0,3201000,6671300,4473500,915460,NA,6484900,5458900,2624800,6730800,NA,3224100,5,5,2,1,1,1,2,1,1,1,1,2,2,1,1,0,0,1,1,2,1,1,1,1,1,2,1,1,0,1,2,1,1,0,2,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",21701,"Protein LSM12 homolog OS=Homo sapiens OX=9606 GN=LSM12 PE=1 SV=2",MAN2B2
"2106",1847,2229,"Q13190|STX5_HUMAN",117.08,43,0,3,0,0,11,4,0,0,0,10,0,7,3,0,12,7,12,12,12,12,7,7,12,7,2,12,7,12,7,7,5,7,5,NA,900500,NA,NA,1388400,0,NA,NA,NA,738760,NA,0,990120,NA,19646000,11743000,27377000,6135900,30197000,10410000,7058800,2060800,1720300,4645000,0,7163000,7186600,14417000,10507000,4835000,2593000,9433700,1898500,12,12,0,1,0,0,2,1,0,0,0,1,0,1,1,0,2,2,2,3,2,2,1,1,3,5,1,4,1,2,2,1,1,1,1,"Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",39673,"Syntaxin-5 OS=Homo sapiens OX=9606 GN=STX5 PE=1 SV=2;",PZP
"2107",2263,2153,"Q96GG9|DCNL1_HUMAN",116.96,24,0,0,7,0,7,7,0,7,7,0,0,0,7,7,0,7,6,3,4,10,7,3,4,3,0,0,7,10,10,10,12,0,10,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,198370,7763400,296510,0,704200,0,766140,329460,0,NA,NA,0,3054900,901620,114330,1523500,NA,393910,6,6,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,2,1,1,2,1,1,1,1,0,0,1,3,2,3,2,0,2,"Deamidation (NQ)",30124,"DCN1-like protein 1 OS=Homo sapiens OX=9606 GN=DCUN1D1 PE=1 SV=1;;;",RPL31
"2108",2019,2589,"P62310|LSM3_HUMAN",116.87,74,12,8,12,12,20,40,0,0,0,0,0,0,12,0,12,0,12,0,32,0,12,0,21,0,66,0,54,32,12,20,20,12,32,1071000,261460,1701800,1043000,1428100,2467100,NA,NA,NA,NA,NA,NA,1125700,NA,7554000,NA,8328800,NA,5599300,NA,8497400,NA,840610,NA,14184000,NA,1403900,6894300,4988000,2609500,4921900,1184200,2131000,4,4,1,1,1,1,2,3,0,0,0,0,0,0,1,0,1,0,1,0,3,0,1,0,1,0,7,0,3,2,1,2,2,1,2,"Deamidation (NQ); Acetylation (Protein N-term)",11845,"U6 snRNA-associated Sm-like protein LSm3 OS=Homo sapiens OX=9606 GN=LSM3 PE=1 SV=2;;",RPL30
"2109",2443,1595,"Q9Y6K5|OAS3_HUMAN",116.84,15,0,0,1,0,1,0,0,0,0,0,0,2,2,2,1,1,1,1,1,2,1,1,3,1,2,1,2,3,5,4,4,1,2,NA,NA,212770,NA,0,NA,NA,NA,NA,NA,NA,453060,1441000,1890400,46876000,240630,38264000,2864800,54994000,6975600,63773000,10469000,115340000,17027000,14135000,1423100,9172000,19935000,26822000,10362000,20520000,2279700,6394200,14,14,0,0,1,0,1,0,0,0,0,0,0,1,1,3,1,2,2,1,1,2,1,1,4,1,3,3,2,4,6,6,5,1,2,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",121170,'"2''-5''-oligoadenylate synthase 3 OS=Homo sapiens OX=9606 GN=OAS3 PE=1 SV=3;"',ATP2C1
"2110",1365,3028,"O15212|PFD6_HUMAN",116.79,56,34,22,44,22,50,22,18,22,18,22,22,22,18,22,24,9,18,18,18,18,18,18,18,17,18,24,9,18,9,24,24,9,18,6982800,2090900,10541000,5088700,9161000,5123300,5254700,4300900,4173700,5171500,6534400,1776900,3113000,3193600,11352000,163730,12244000,1840000,7547400,6592200,12256000,3277200,11779000,9346600,14125000,5879500,6757900,7381200,7136300,7290100,10717000,1087400,5824600,7,7,5,3,7,5,6,3,2,4,2,3,3,2,2,3,4,1,3,2,3,4,5,2,3,2,4,3,4,3,2,5,5,1,3,"Deamidation (NQ)",14583,"Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1;;;",NUBP2
"2111",1445,1818,"O95758|PTBP3_HUMAN",116.75,22,1,8,1,1,4,4,6,1,1,1,1,1,6,6,1,1,11,1,1,13,1,0,1,5,0,7,0,5,13,7,5,5,1,NA,972970,NA,NA,NA,NA,474160,NA,NA,NA,NA,NA,3773800,960120,NA,NA,3859900,NA,NA,11523000,NA,NA,NA,6875800,NA,371210,NA,6819700,3258400,3607300,2427900,5759900,NA,7,4,2,4,2,2,3,3,3,2,2,2,2,2,3,3,2,2,4,2,1,6,2,0,3,3,0,4,0,3,4,6,3,3,2,"Deamidation (NQ)",59690,"Polypyrimidine tract-binding protein 3 OS=Homo sapiens OX=9606 GN=PTBP3 PE=1 SV=2;;;",DPY30
"2112",1430,5748,"Q9BW60|ELOV1_HUMAN",116.66,11,9,11,9,9,9,9,9,9,9,5,9,9,9,5,9,9,9,9,9,5,9,4,9,9,4,4,0,4,9,9,5,9,5,10405000,3206600,16551000,7766800,7424100,7257300,16326000,7540800,11439000,4280700,15189000,5376800,7368700,4545300,16639000,5330400,18141000,3489000,15063000,3016200,9496000,1254400,16873000,2355900,16733000,1871000,NA,3181500,2441300,6881200,1634400,6284400,2071800,3,3,2,3,4,2,2,2,3,2,3,1,3,2,2,1,3,2,2,3,2,2,3,2,2,3,1,3,0,2,4,3,1,5,1,"Deamidation (NQ); Acetylation (Protein N-term)",32663,"Elongation of very long chain fatty acids protein 1 OS=Homo sapiens OX=9606 GN=ELOVL1 PE=1 SV=1;;",ECI2
"2113",2133,2070,"Q9BQA1|MEP50_HUMAN",116.58,35,0,15,15,4,0,4,0,0,4,4,0,0,4,0,4,4,11,8,4,8,4,0,8,0,16,4,4,15,8,4,0,0,4,NA,782700,4615600,865480,NA,730270,NA,NA,524000,0,NA,NA,628940,NA,922860,767370,3477200,2533000,459830,1359400,853820,NA,2861200,NA,3654100,0,0,3438800,1546400,306220,NA,NA,0,6,6,0,2,2,1,0,1,0,0,2,1,0,0,1,0,1,1,2,2,1,3,1,0,2,0,3,1,1,4,2,1,0,0,1,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",36724,"Methylosome protein 50 OS=Homo sapiens OX=9606 GN=WDR77 PE=1 SV=1;",MYO1A
"2114",2737,1993,"P49770|EI2BB_HUMAN",116.55,25,0,0,4,0,5,0,0,0,0,5,5,0,0,0,5,0,9,0,0,0,0,0,5,0,9,3,0,4,9,0,7,0,5,NA,NA,736460,NA,321240,NA,NA,NA,NA,1838300,3448300,NA,NA,NA,1904700,NA,6203900,NA,NA,NA,NA,NA,1970500,NA,0,238760,NA,983680,1712100,NA,1247400,NA,683280,8,8,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,2,1,0,1,2,0,2,0,2,"Deamidation (NQ); Oxidation (M)",38990,"Translation initiation factor eIF-2B subunit beta OS=Homo sapiens OX=9606 GN=EIF2B2 PE=1 SV=3;;",M6PR
"2115",1913,1897,"P48739|PIPNB_HUMAN",116.52,39,17,0,17,4,9,9,9,9,9,4,9,0,4,4,5,8,16,0,13,0,13,4,5,8,13,13,9,0,0,9,0,0,0,4216000,NA,4245500,1583700,4093500,3978700,4798600,2348100,3558400,1076700,3696300,NA,1501800,1165700,2037500,370800,2703200,NA,2464000,NA,5017500,840360,4708500,0,4102500,1344100,1005600,NA,NA,1708800,NA,NA,NA,6,6,4,0,3,1,2,3,4,2,2,1,2,0,1,2,1,3,2,0,2,0,3,1,1,1,2,2,1,0,0,2,0,0,0,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",31540,"Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2;",NAT10
"2116",2302,2099,"Q9H0R5|GBP3_HUMAN",116.47,16,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,6,2,0,0,2,0,0,0,5,3,0,6,0,6,488790,NA,NA,NA,NA,NA,46935,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,329730,911950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,5,2,0,6,0,2,"Deamidation (NQ)",68114,"Guanylate-binding protein 3 OS=Homo sapiens OX=9606 GN=GBP3 PE=1 SV=3;;;",RBPMS
"2117",2866,4283,"Q9H773|DCTP1_HUMAN",116.4,29,12,0,12,0,12,5,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464340,NA,724230,NA,0,1285000,NA,NA,NA,NA,NA,NA,NA,153230,NA,NA,4503400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",18681,"dCTP pyrophosphatase 1 OS=Homo sapiens OX=9606 GN=DCTPP1 PE=1 SV=1;",RPS11
"2118",2271,1772,"Q9Y320|TMX2_HUMAN",116.21,29,4,0,0,4,0,4,0,0,0,0,0,0,8,8,0,0,9,0,8,4,3,0,12,0,4,0,0,8,8,3,5,0,5,560000,NA,NA,0,NA,480760,NA,NA,NA,NA,NA,NA,343160,0,NA,NA,2845700,NA,2335400,3194700,1350000,NA,1696200,NA,1720000,NA,NA,6332100,2861000,516940,1499300,NA,272890,6,6,2,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,2,0,2,1,1,0,3,0,1,0,0,3,4,1,1,0,1,"Deamidation (NQ)",34038,"Thioredoxin-related transmembrane protein 2 OS=Homo sapiens OX=9606 GN=TMX2 PE=1 SV=1;;;",SERPINB8
"2119",1909,1567,"P51116|FXR2_HUMAN",116.17,16,7,4,1,3,1,0,0,1,3,0,6,2,3,2,4,0,5,1,4,0,4,0,3,0,7,5,0,5,4,0,2,5,1,0,440290,NA,415700,NA,NA,NA,NA,NA,NA,1476000,266160,NA,NA,5332300,NA,5765300,NA,4939700,NA,1445000,NA,0,NA,1002600,481140,NA,1351600,1269300,NA,0,2253900,NA,8,5,3,2,1,2,1,0,0,1,2,0,3,1,2,1,4,0,4,1,3,0,2,0,2,0,3,2,0,3,3,0,1,3,1,"Deamidation (NQ)",74223,"Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens OX=9606 GN=FXR2 PE=1 SV=2;;;",BCLAF1
"2120",2269,1896,"P51809|VAMP7_HUMAN",116.07,36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,23,13,4,14,4,8,8,14,9,8,0,14,4,4,15,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746800,NA,NA,656580,7420700,2343200,3632000,3705100,2624200,327520,290430,439930,3643200,1655200,NA,1794800,1178700,420710,564540,468560,NA,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,2,3,2,2,2,2,1,2,0,3,2,1,2,1,0,"Deamidation (NQ)",24935,"Vesicle-associated membrane protein 7 OS=Homo sapiens OX=9606 GN=VAMP7 PE=1 SV=3;;;",PPP6R1
"2121",2523,2533,"Q99685|MGLL_HUMAN",116,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,5,0,8,0,0,0,3,0,0,0,5,3,5,5,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180350,41834,3220900,261860,NA,1669700,NA,NA,NA,507030,NA,NA,NA,1341500,1250800,937390,3279300,NA,1180900,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,1,0,0,0,1,1,1,2,0,2,"",33261,"Monoglyceride lipase OS=Homo sapiens OX=9606 GN=MGLL PE=1 SV=2;;;",SAE1
"2122",1753,1796,"O00233|PSMD9_HUMAN",115.84,57,35,0,4,4,9,35,4,25,4,4,25,25,4,4,4,4,0,14,9,10,9,10,14,4,5,9,4,9,4,9,34,4,16,1202100,NA,684650,747740,1422800,7291400,0,0,0,609630,0,2328900,603950,537770,2264400,0,NA,954900,11948000,0,11276000,427780,21427000,3472100,3766200,1166100,3958200,2705600,2433400,3632300,5071300,502940,1791500,7,7,4,0,1,1,2,5,1,1,1,1,1,1,1,1,2,1,0,3,2,2,2,3,4,1,1,2,2,2,2,2,4,2,4,"Carboxymethyl; Deamidation (NQ)",24682,"26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3;;",TCP11L1
"2123",1907,1632,"Q68EM7|RHG17_HUMAN",115.79,14,6,1,5,0,8,2,0,5,5,1,5,0,0,1,3,2,7,3,1,5,0,0,2,2,4,3,2,5,2,2,2,2,0,2725100,512070,472170,NA,1823800,4038800,NA,727280,0,289260,562610,NA,NA,293180,2250300,214210,7061000,2268800,1751700,8246900,NA,NA,115450,2888300,2642200,2626600,1680400,3561100,1867600,1292600,3610800,713100,NA,9,9,2,1,2,0,5,2,0,1,1,1,2,0,0,1,2,1,6,4,1,6,0,0,3,2,3,2,3,3,2,2,1,1,0,"Carboxymethyl; Deamidation (NQ)",95437,"Rho GTPase-activating protein 17 OS=Homo sapiens OX=9606 GN=ARHGAP17 PE=1 SV=1;;",PFDN2
"2124",1379,2505,"O60869|EDF1_HUMAN",115.78,40,18,18,18,17,18,18,25,18,18,27,17,18,18,18,25,25,25,7,25,21,31,17,17,25,25,7,21,25,15,17,15,13,8,5627100,2877700,7705100,4329800,6145800,5016200,6795400,2909600,6101300,4260100,8526200,2388400,3722600,3926500,16053000,2301900,26484000,2541600,25629000,9656000,32074000,3361500,26206000,9443700,54365000,7354600,44021000,18005000,8878100,8799400,946050,38490000,560170,5,5,3,3,4,4,3,2,4,2,4,5,3,3,3,3,6,3,6,2,5,3,7,2,4,5,7,2,6,4,3,2,2,4,1,"Deamidation (NQ); Acetylation (Protein N-term)",16369,"Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1;;",CNPY4
"2125",2232,2379,"Q96FJ2|DYL2_HUMAN",115.72,85,0,0,15,15,15,0,15,0,0,0,15,0,15,13,13,0,13,13,13,0,38,0,13,0,15,0,0,0,13,15,13,13,42,NA,NA,1845600,1334400,1070300,NA,853210,NA,NA,NA,687890,NA,1350100,NA,1791300,NA,3956800,344850,0,NA,4194100,NA,912300,NA,11943000,NA,NA,NA,2618600,4019700,1725200,NA,509690,7,4,0,0,2,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,2,0,1,0,4,0,0,0,1,3,2,1,6,"Carboxymethyl; Deamidation (NQ)",10350,"Dynein light chain 2  cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL2 PE=1 SV=1;;",CFB
"2126",2551,2232,"Q6BCY4|NB5R2_HUMAN",115.71,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,20,0,0,0,0,0,8,0,11,17,0,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365460,NA,NA,NA,NA,294220,NA,6149900,NA,NA,NA,NA,NA,355090,NA,1209400,1736200,NA,1298300,NA,NA,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,2,0,3,3,0,1,0,0,"Deamidation (NQ)",31458,"NADH-cytochrome b5 reductase 2 OS=Homo sapiens OX=9606 GN=CYB5R2 PE=1 SV=1;;;",BICC1
"2127",2651,3149,"Q9UKA4|AKA11_HUMAN",115.63,9,1,0,1,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,261240,NA,1432100,NA,NA,NA,0,NA,NA,NA,NA,NA,7652200,NA,3372700,NA,756580,NA,3418200,374070,NA,NA,NA,NA,NA,NA,NA,NA,814160,756550,305010,782400,NA,10,10,1,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,2,1,2,0,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",210511,"A-kinase anchor protein 11 OS=Homo sapiens OX=9606 GN=AKAP11 PE=1 SV=1;",MON2
"2128",2101,1851,"Q9NR19|ACSA_HUMAN",115.42,18,3,6,3,7,3,3,3,3,3,3,0,3,0,1,4,3,3,6,3,5,3,3,4,4,5,4,0,5,1,3,9,0,3,0,1023000,1040100,2837200,758070,572390,112250,718100,783200,1583200,NA,515890,NA,744210,4159400,817970,1942200,1610300,2331800,4713900,1491900,0,384030,8629000,5804300,3310500,NA,1747600,11806000,737140,3083600,NA,0,10,10,1,3,1,3,1,1,1,1,1,1,0,1,0,1,2,1,1,3,2,3,1,1,2,2,3,2,0,2,1,1,3,0,1,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",78580,"Acetyl-coenzyme A synthetase  cytoplasmic OS=Homo sapiens OX=9606 GN=ACSS2 PE=1 SV=1",PSMB6
"2129",2204,2454,"Q96A72|MGN2_HUMAN",115.35,51,14,0,14,14,14,26,26,26,26,14,14,14,0,14,0,6,17,6,6,0,0,0,0,0,6,5,20,6,0,6,0,6,0,2165200,NA,3003200,1542500,2752300,4691100,2932000,2634200,2842000,1293800,723700,1275700,NA,1686300,NA,0,4355500,0,0,NA,NA,NA,NA,NA,776980,509640,1698000,535400,NA,0,NA,238290,NA,6,6,1,0,1,1,1,3,2,2,2,1,2,2,0,2,0,1,2,1,1,0,0,0,0,0,2,1,3,1,0,1,0,1,0,"Deamidation (NQ); Acetylation (Protein N-term)",17276,"Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1;;",LNPK
"2130",2687,2483,"Q9BZK7|TBL1R_HUMAN",115.32,16,0,0,0,0,0,8,0,0,0,0,8,0,3,0,0,8,0,4,0,8,0,0,0,0,0,4,0,0,0,4,4,0,8,NA,NA,NA,NA,NA,2300600,NA,NA,NA,NA,7081000,NA,2053400,NA,NA,129740,NA,280710,NA,3772000,NA,NA,NA,NA,NA,301480,NA,NA,NA,132620,1520500,NA,1585200,4,4,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,2,1,0,2,"Carboxymethyl; Deamidation (NQ)",55595,"F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens OX=9606 GN=TBL1XR1 PE=1 SV=1;;",VAPB
"2131",2274,2333,"O75569|PRKRA_HUMAN",115.28,19,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,12,10,0,0,6,0,0,6,16,4,16,0,0,6,12,6,6,9,NA,NA,NA,NA,654030,650430,NA,NA,NA,NA,NA,NA,NA,NA,NA,2926700,5913400,NA,NA,4802000,NA,NA,0,11308000,1008400,8395900,NA,NA,2811700,2629200,3836300,680110,1890900,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,4,1,3,0,0,2,2,2,1,2,"Deamidation (NQ)",34404,"Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens OX=9606 GN=PRKRA PE=1 SV=1;;;",SLC16A1
"2132",3199,4280,"Q9H9J2|RM44_HUMAN",115.22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1115300,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Deamidation (NQ)",37535,"39S ribosomal protein L44  mitochondrial OS=Homo sapiens OX=9606 GN=MRPL44 PE=1 SV=1;;;",BCKDK
"2133",2301,1920,"Q99570|PI3R4_HUMAN",115.14,9,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,1,1,1,0,0,0,1,1,0,0,0,1,5,1,1,1259600,NA,NA,NA,NA,NA,NA,NA,NA,NA,867850,NA,NA,NA,0,1715600,0,430500,0,1394100,932570,NA,NA,NA,2134500,783030,NA,NA,NA,0,7718000,134780,393390,9,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,1,2,1,2,0,0,0,1,1,0,0,0,1,5,1,1,"Deamidation (NQ)",153103,"Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PIK3R4 PE=1 SV=3;;;",CCNYL1
"2134",1480,4178,"Q8NI22|MCFD2_HUMAN",115.12,68,33,0,24,0,0,33,57,33,24,0,12,0,33,0,24,33,24,24,24,57,24,24,24,57,57,57,57,57,57,24,24,0,57,589290,NA,914210,NA,NA,334000,0,411080,0,NA,0,NA,0,NA,3417700,3259200,19657000,5146200,8075200,13165000,22861000,1327700,20708000,46478000,67401000,8752800,9976400,26549000,18414000,10693000,15335000,NA,7792600,4,4,1,0,2,0,0,1,2,2,1,0,1,0,1,0,1,4,2,2,1,3,3,1,3,8,7,7,5,7,7,3,4,0,4,"Carboxymethyl; Deamidation (NQ)",16390,"Multiple coagulation factor deficiency protein 2 OS=Homo sapiens OX=9606 GN=MCFD2 PE=1 SV=1;;",STX16
